0,16.1901
1,16.1517
2,16.1325
3,35.0916
4,37.9024
5,42.6726
6,45.6081
7,47.378
8,46.6575
9,45.9314
10,45.5696
11,45.5696
12,46.7764
13,46.6575
14,45.2123
15,44.8593
16,44.6264
17,45.8381
18,46.4211
19,46.3036
20,45.8381
21,45.6081
22,45.4937
23,45.2664
24,32.1724
25,31.953
26,31.5933
27,31.3107
28,31.2952
29,31.6331
30,32.3288
31,33.0522
32,33.8049
33,34.5883
34,35.404
35,36.2538
36,36.6921
37,54.6818
38,55.3357
39,55.8886
40,56.1118
41,56.675
42,57.1308
43,57.4758
44,57.8234
45,58.2911
46,58.6451
47,59.1211
48,59.1211
49,59.6019
50,59.6019
51,59.1211
52,58.5268
53,57.5914
54,57.0164
55,56.3362
56,55.226
57,54.5738
58,53.4052
59,46.6079
60,45.2948
61,45.1243
62,45.1243
63,45.1243
64,45.7538
65,45.7538
66,46.3972
67,46.3972
68,46.3972
69,47.0546
70,47.0546
71,47.0546
72,47.0546
73,47.7263
74,47.7263
75,47.7263
76,47.7263
77,47.7263
78,47.7263
79,48.4127
80,48.4127
81,48.4127
82,80.4371
83,82.0261
84,82.0261
85,82.3267
86,82.3267
87,82.3267
88,82.6277
89,82.6277
90,82.9286
91,82.9286
92,82.9346
93,82.9346
94,82.9346
95,82.9409
96,82.9409
97,83.2415
98,83.2415
99,83.2415
100,83.2477
101,83.2477
102,83.1053
103,83.1053
104,83.1053
105,83.1115
106,83.1115
107,82.9695
108,82.9695
109,82.9695
110,82.9757
111,82.8278
112,82.8342
113,82.8342
114,82.6931
115,82.6931
116,82.2612
117,82.2681
118,82.1212
119,82.128
120,81.9814
121,81.9884
122,81.842
123,81.7032
124,81.7032
125,81.2847
126,81.1393
127,81.0021
128,80.5797
129,80.4433
130,79.8892
131,79.7546
132,79.3391
133,79.0634
134,78.5203
135,77.9815
136,77.4468
137,76.7779
138,75.4171
139,71.5313
140,31.6331
141,30.9638
142,30.3195
143,30.0064
144,29.3975
145,28.8108
146,27.1729
147,26.417
148,25.9344
149,25.2405
150,24.5806
151,23.9523
152,22.4161
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0.6561
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,61.2576
185,61.2576
186,62.4794
187,65.8725
188,68.5425
189,69.916
190,69.4554
191,69.4554
192,70.8454
193,72.2591
194,73.2143
195,74.1792
196,75.1534
197,76.1364
198,76.6311
199,77.1278
200,77.6266
201,78.6297
202,78.6297
203,79.1339
204,79.6399
205,79.6399
206,79.6399
207,79.6399
208,79.6399
209,79.6399
210,79.6399
211,79.6399
212,80.1475
213,80.1475
214,80.6566
215,80.6566
216,81.1673
217,81.1673
218,81.1673
219,81.6794
220,81.6794
221,81.6794
222,82.1928
223,82.1928
224,82.1928
225,82.7075
226,82.7075
227,82.7075
228,82.7075
229,82.7075
230,83.2233
231,83.2233
232,83.2233
233,87.4069
234,87.4069
235,87.4069
236,87.925
237,87.925
238,87.925
239,87.925
240,87.925
241,87.925
242,87.925
243,87.925
244,88.0978
245,88.0978
246,88.0978
247,88.0978
248,88.0978
249,88.0978
250,88.0978
251,88.0978
252,88.0978
253,88.0978
254,88.0978
255,88.0978
256,88.0978
257,88.0978
258,88.0978
259,88.0978
260,88.0978
261,88.2706
262,88.2706
263,88.2706
264,88.2706
265,88.2706
266,88.2706
267,88.2706
268,88.2706
269,88.2706
270,88.2706
271,88.2706
272,88.2706
273,88.2706
274,88.2706
275,88.2706
276,88.2706
277,88.2706
278,88.2706
279,88.2706
280,88.0978
281,88.0978
282,88.0978
283,88.0978
284,88.0978
285,88.0978
286,88.0978
287,88.0978
288,88.0978
289,88.0978
290,88.0978
291,88.0978
292,88.0978
293,88.0978
294,88.0978
295,87.5795
296,87.5795
297,87.5795
298,87.5795
299,87.5795
300,87.5795
301,87.5795
302,87.5795
303,87.4069
304,87.4069
305,87.4069
306,87.4069
307,87.4069
308,87.2342
309,87.2342
310,87.2342
311,87.2342
312,87.2342
313,87.0617
314,87.0617
315,87.0617
316,86.8892
317,86.8892
318,86.8892
319,86.7167
320,86.7167
321,86.7167
322,86.5443
323,86.5443
324,86.372
325,86.372
326,86.1997
327,86.1997
328,86.0275
329,85.8554
330,85.8554
331,85.6833
332,85.5113
333,85.3395
334,85.1676
335,84.9959
336,83.9676
337,83.7966
338,83.4548
339,83.2841
340,82.9431
341,82.6026
342,82.2626
343,81.7537
344,62.0691
345,60.4586
346,58.8978
347,53.8234
348,9.4623
349,9.4842
350,15.9907
351,16.0076
352,16.0076
353,16.0414
354,2.1654
355,0
356,0
357,4.4787
358,5.2025
359,16.2287
360,16.1901
